date,customerId,paymentPeriod,loanAmount,currencyType,evaluationChannel,interest_rate
12/09/2022,CUS91931635648,48,5500,USD,WEB PAGE,0.209
12/09/2022,CUS53292371336,36,15000,USD,AGENCY,0.165
12/09/2022,CUS19482216748,48,59800,USD,AGENCY,0.165
12/09/2022,CUS14377673036,36,14600,USD,WEB PAGE,0.169
12/09/2022,CUS21873645948,48,26800,USD,AGENCY,0.159
12/09/2022,CUS54899518948,48,50000,USD,WEB PAGE,0.125
12/09/2022,CUS13039559348,48,26800,USD,WEB PAGE,0.159
12/09/2022,CUS36832428760,60,13500,USD,WEB PAGE,0.22
12/09/2022,CUS65319765060,60,20800,USD,WEB PAGE,0.175
12/09/2022,CUS46036542824,24,14800,USD,WEB PAGE,0.195
12/09/2022,CUS52904322448,48,10000,USD,WEB PAGE,0.195
12/09/2022,CUS44050832536,36,15000,USD,WEB PAGE,0.23
12/09/2022,CUS94138801860,60,39400,USD,WEB PAGE,0.175
12/09/2022,CUS92353328360,60,12000,USD,WEB PAGE,0.185
12/09/2022,CUS37615198124,24,5000,USD,WEB PAGE,0.23
12/09/2022,CUS11890161448,48,26500,USD,WEB PAGE,0.265
12/09/2022,CUS51219814760,60,44000,USD,WEB PAGE,0.3
12/09/2022,CUS76744132948,48,8400,USD,WEB PAGE,0.365
12/09/2022,CUS78355647648,48,8800,USD,WEB PAGE,0.335
12/09/2022,CUS22297464548,48,4000,USD,WEB PAGE,0.29
12/09/2022,CUS46247972912,12,1500,USD,WEB PAGE,0.35
12/09/2022,CUS59938219448,48,8500,USD,WEB PAGE,0.105
12/09/2022,CUS53307343624,24,20000,USD,WEB PAGE,0.245
12/09/2022,CUS34801510360,60,73200,USD,WEB PAGE,0.105
12/09/2022,CUS57693442224,24,17300,USD,AGENCY,0.265
12/09/2022,CUS37370329924,24,8000,USD,WEB PAGE,0.225
12/09/2022,CUS21172404648,48,10663,USD,WEB PAGE,0.169
12/09/2022,CUS49359208960,60,46300,USD,WEB PAGE,0.129
12/09/2022,CUS91440624260,60,20000,USD,WEB PAGE,0.155
12/09/2022,CUS26956193460,60,39000,USD,WEB PAGE,0.175
12/09/2022,CUS20700416224,24,6500,USD,WEB PAGE,0.28
12/09/2022,CUS12927968324,24,2500,USD,WEB PAGE,0.249
12/09/2022,CUS59324483360,60,53000,USD,AGENCY,0.149
12/09/2022,CUS60679044112,12,1000,USD,WEB PAGE,0.265
12/09/2022,CUS70498830024,24,3000,USD,WEB PAGE,0.149
12/09/2022,CUS86656347848,48,21020,USD,WEB PAGE,0.105
12/09/2022,CUS88587968748,48,10000,USD,WEB PAGE,0.235
12/09/2022,CUS77106256160,60,28600,USD,WEB PAGE,0.175
12/09/2022,CUS12275122760,60,30000,USD,WEB PAGE,0.205
12/09/2022,CUS23812601160,60,47921.33,USD,WEB PAGE,0.235
12/09/2022,CUS40508431760,60,12000,USD,WEB PAGE,0.175
12/09/2022,CUS17657811048,48,24500,USD,WEB PAGE,0.205
12/09/2022,CUS19761407848,48,11300,USD,AGENCY,0.195
12/09/2022,CUS75966741236,36,17500,USD,WEB PAGE,0.235
12/09/2022,CUS22073425648,48,26800,USD,CONTACT CENTER,0.155
12/09/2022,CUS62014857648,48,12200,USD,WEB PAGE,0.235
12/09/2022,CUS53340788060,60,40000,USD,WEB PAGE,0.235
12/09/2022,CUS97874807460,60,29600,USD,WEB PAGE,0.265
12/09/2022,CUS13042897936,36,6400,USD,WEB PAGE,0.375
12/09/2022,CUS38225463036,36,3000,USD,WEB PAGE,0.375
12/09/2022,CUS12629592524,24,5500,USD,WEB PAGE,0.39
12/09/2022,CUS81135468960,60,19980,USD,WEB PAGE,0.105
12/09/2022,CUS86000487236,36,6957.18,USD,WEB PAGE,0.375
12/09/2022,CUS64634865136,36,5000,USD,WEB PAGE,0.28
12/09/2022,CUS60558602636,36,8200,USD,WEB PAGE,0.275
12/09/2022,CUS59497780136,36,17700,USD,AGENCY,0.235
12/09/2022,CUS73324113648,48,27000,USD,WEB PAGE,0.195
12/09/2022,CUS70203872360,60,28600,USD,AGENCY,0.105
12/09/2022,CUS78780919848,48,15000,USD,WEB PAGE,0.159
12/09/2022,CUS19597571160,60,55614,USD,WEB PAGE,0.114
12/09/2022,CUS68990878848,48,15000,USD,WEB PAGE,0.189
12/09/2022,CUS68891801336,36,27833,USD,WEB PAGE,0.155
12/09/2022,CUS72694174124,24,8888,USD,WEB PAGE,0.159
12/09/2022,CUS34196762536,36,50000,USD,WEB PAGE,0.149
12/09/2022,CUS47519123948,48,25000,USD,AGENCY,0.165
12/09/2022,CUS85454519760,60,25000,USD,WEB PAGE,0.165
12/09/2022,CUS49760802948,48,23900,USD,WEB PAGE,0.149
12/09/2022,CUS33972915548,48,22716.9,USD,WEB PAGE,0.23
12/09/2022,CUS75049612160,60,92400,USD,WEB PAGE,0.155
12/09/2022,CUS49129905460,60,15000,USD,WEB PAGE,0.215
12/09/2022,CUS36078902948,48,24650,USD,WEB PAGE,0.23
12/09/2022,CUS11213289160,60,34400,USD,WEB PAGE,0.23
12/09/2022,CUS16133224560,60,9000,USD,WEB PAGE,0.22
12/09/2022,CUS98835728524,24,2000,USD,WEB PAGE,0.215
12/09/2022,CUS40992223712,12,2000,USD,WEB PAGE,0.39
12/09/2022,CUS66586011636,36,5700,USD,WEB PAGE,0.395
12/09/2022,CUS53374691724,24,4500,USD,WEB PAGE,0.365
12/09/2022,CUS98298600824,24,4595.34,USD,WEB PAGE,0.385
12/09/2022,CUS19927321536,36,18000,USD,WEB PAGE,0.38
12/09/2022,CUS59756444736,36,4200,USD,WEB PAGE,0.375
12/09/2022,CUS62113148012,12,2000,USD,WEB PAGE,0.38
12/09/2022,CUS44418704948,48,19867.86,USD,AGENCY,0.335
12/09/2022,CUS35769506560,60,19442.46,USD,WEB PAGE,0.335
12/09/2022,CUS71356574548,48,38100,USD,CONTACT CENTER,0.385
12/09/2022,CUS62077409948,48,82100,USD,WEB PAGE,0.18
12/09/2022,CUS19613779336,36,38000,USD,CONTACT CENTER,0.385
12/09/2022,CUS57929818112,12,5000,USD,WEB PAGE,0.305
12/09/2022,CUS20543374336,36,45000,USD,WEB PAGE,0.235
12/09/2022,CUS47882338536,36,15000,USD,WEB PAGE,0.195
12/09/2022,CUS70607404636,36,4000,USD,WEB PAGE,0.209
12/09/2022,CUS72264664748,48,31300,USD,WEB PAGE,0.165
12/09/2022,CUS94760535824,24,4000,USD,WEB PAGE,0.129
12/09/2022,CUS22960287736,36,8300,USD,WEB PAGE,0.179
12/09/2022,CUS86929094412,12,10000,USD,WEB PAGE,0.235
12/09/2022,CUS16403854936,36,32000,USD,AGENCY,0.23
12/09/2022,CUS64506494248,48,70000,USD,AGENCY,0.169
12/09/2022,CUS65480918560,60,70000,USD,WEB PAGE,0.205
12/09/2022,CUS15461944824,24,7000,USD,WEB PAGE,0.185
12/09/2022,CUS50409615936,36,11500,USD,WEB PAGE,0.169
12/09/2022,CUS31955815048,48,21000,USD,WEB PAGE,0.205
12/09/2022,CUS90523020836,36,19000,USD,WEB PAGE,0.175
12/09/2022,CUS53101484960,60,38000,USD,WEB PAGE,0.2
12/09/2022,CUS13324836348,48,13900,USD,WEB PAGE,0.23
12/09/2022,CUS93703995560,60,140000,USD,AGENCY,0.155
12/09/2022,CUS83574748948,48,2900,USD,WEB PAGE,0.275
12/09/2022,CUS98705398760,60,31000,USD,WEB PAGE,0.175
12/09/2022,CUS70819594960,60,4500,USD,WEB PAGE,0.18
12/09/2022,CUS20834185960,60,30800,USD,WEB PAGE,0.205
12/09/2022,CUS83025796048,48,10000,USD,WEB PAGE,0.195
12/09/2022,CUS69964909624,24,3000,USD,WEB PAGE,0.25
12/09/2022,CUS93973034124,24,5000,USD,WEB PAGE,0.27
12/09/2022,CUS15428326024,24,5500,USD,WEB PAGE,0.235
12/09/2022,CUS64350371624,24,4000,USD,WEB PAGE,0.37
12/09/2022,CUS30669036660,60,25000,USD,WEB PAGE,0.155
12/09/2022,CUS46052123136,36,21700,USD,WEB PAGE,0.39
12/09/2022,CUS72747822536,36,52337.21,USD,WEB PAGE,0.345
12/09/2022,CUS15449345636,36,14116.3,USD,WEB PAGE,0.335
12/09/2022,CUS40578313448,48,5900,USD,WEB PAGE,0.24
12/09/2022,CUS96995150448,48,21000,USD,WEB PAGE,0.105
12/09/2022,CUS46437816936,36,64200,USD,AGENCY,0.225
12/09/2022,CUS28432876524,24,4967,USD,WEB PAGE,0.105
12/09/2022,CUS29309534548,48,13133.25,USD,WEB PAGE,0.245
12/09/2022,CUS96495756736,36,14100,USD,AGENCY,0.225
12/09/2022,CUS43744506948,48,40000,USD,WEB PAGE,0.179
12/09/2022,CUS54195742448,48,14801.2,USD,AGENCY,0.19
12/09/2022,CUS30408204036,36,5000,USD,WEB PAGE,0.179
12/09/2022,CUS36308360236,36,10000,USD,WEB PAGE,0.229
12/09/2022,CUS97643544236,36,17000,USD,AGENCY,0.135
12/09/2022,CUS85813134248,48,17000,USD,CONTACT CENTER,0.135
12/09/2022,CUS51965156460,60,9000,USD,WEB PAGE,0.185
12/09/2022,CUS86976071224,24,10000,USD,WEB PAGE,0.125
12/09/2022,CUS34162944660,60,15000,USD,WEB PAGE,0.165
12/09/2022,CUS56933128624,24,15000,USD,AGENCY,0.149
12/09/2022,CUS56244221160,60,21000,USD,WEB PAGE,0.215
12/09/2022,CUS96646207536,36,8300,USD,WEB PAGE,0.175
12/09/2022,CUS45863182460,60,60700,USD,WEB PAGE,0.19
12/09/2022,CUS84839737724,24,11830,USD,WEB PAGE,0.185
12/09/2022,CUS30707803760,60,40000,USD,AGENCY,0.135
12/09/2022,CUS28099602748,48,20000,USD,WEB PAGE,0.25
12/09/2022,CUS45665207824,24,9100,USD,WEB PAGE,0.155
12/09/2022,CUS59418109224,24,6000,USD,WEB PAGE,0.215
12/09/2022,CUS48865142312,12,8000,USD,WEB PAGE,0.165
12/09/2022,CUS40257925124,24,19100,USD,AGENCY,0.105
12/09/2022,CUS44758044312,12,2000,USD,WEB PAGE,0.235
12/09/2022,CUS69537223148,48,16000,USD,AGENCY,0.235
12/09/2022,CUS41035737948,48,3000,USD,WEB PAGE,0.28
12/09/2022,CUS28759612924,24,10000,USD,WEB PAGE,0.385
12/09/2022,CUS25518648712,12,6950,USD,AGENCY,0.38
12/09/2022,CUS12400195612,12,2000,USD,WEB PAGE,0.105
12/09/2022,CUS64868384824,24,4288,USD,WEB PAGE,0.375
12/09/2022,CUS48390606236,36,9222,USD,WEB PAGE,0.34
12/09/2022,CUS40364539624,24,12500,USD,WEB PAGE,0.105
12/09/2022,CUS38295764824,24,140000,USD,AGENCY,0.105
12/09/2022,CUS66983850524,24,31232,USD,WEB PAGE,0.395
12/09/2022,CUS61182255836,36,100000,USD,AGENCY,0.18
12/09/2022,CUS67849550524,24,31000,USD,WEB PAGE,0.195
12/09/2022,CUS46233035736,36,4614,USD,WEB PAGE,0.245
12/09/2022,CUS73501831536,36,4500,USD,WEB PAGE,0.245
12/09/2022,CUS33993302048,48,20000,USD,WEB PAGE,0.105
12/09/2022,CUS41648948336,36,16519,USD,WEB PAGE,0.235
12/09/2022,CUS33955765824,24,13445.43,USD,WEB PAGE,0.23
12/09/2022,CUS12874474448,48,20750,USD,WEB PAGE,0.145
12/09/2022,CUS22291659936,36,7000,USD,WEB PAGE,0.255
12/09/2022,CUS44960848348,48,12134.81,USD,WEB PAGE,0.195
12/09/2022,CUS76763598224,24,3000,USD,WEB PAGE,0.219
12/09/2022,CUS65048606936,36,15000,USD,WEB PAGE,0.12
12/09/2022,CUS83357398836,36,13250,USD,WEB PAGE,0.235
12/09/2022,CUS72294574148,48,40000,USD,WEB PAGE,0.129
12/09/2022,CUS72654813748,48,19000,USD,WEB PAGE,0.149
12/09/2022,CUS79790980012,12,3500,USD,AGENCY,0.155
12/09/2022,CUS59331028112,12,3600,USD,WEB PAGE,0.155
12/09/2022,CUS65676981524,24,13000,USD,WEB PAGE,0.215
12/09/2022,CUS82775110360,60,7000,USD,WEB PAGE,0.235
12/09/2022,CUS79318414424,24,3000,USD,WEB PAGE,0.255
12/09/2022,CUS64125161936,36,27983.83,USD,WEB PAGE,0.135
12/09/2022,CUS84792829524,24,6800,USD,WEB PAGE,0.25
12/09/2022,CUS83951639324,24,4552,USD,WEB PAGE,0.21
12/09/2022,CUS80335925060,60,31300,USD,WEB PAGE,0.25
12/09/2022,CUS79339440560,60,3000,USD,WEB PAGE,0.23
12/09/2022,CUS92633233624,24,3500,USD,WEB PAGE,0.25
12/09/2022,CUS80586309748,48,18800,USD,WEB PAGE,0.335
12/09/2022,CUS14375766924,24,4000,USD,WEB PAGE,0.37
12/09/2022,CUS14164491812,12,1000,USD,WEB PAGE,0.345
12/09/2022,CUS21409749924,24,22000,USD,WEB PAGE,0.375
12/09/2022,CUS37511564136,36,10000,USD,WEB PAGE,0.335
12/09/2022,CUS27414122060,60,10800,USD,WEB PAGE,0.105
12/09/2022,CUS46273682024,24,6062,USD,WEB PAGE,0.35
12/09/2022,CUS13847108960,60,31909,USD,WEB PAGE,0.2
12/09/2022,CUS33767406224,24,10000,USD,WEB PAGE,0.24
12/09/2022,CUS92603023524,24,10000,USD,WEB PAGE,0.179
12/09/2022,CUS64347427348,48,33900,USD,WEB PAGE,0.159
12/09/2022,CUS34865393536,36,30004,USD,WEB PAGE,0.165
12/09/2022,CUS41670437448,48,31100,USD,WEB PAGE,0.135
12/09/2022,CUS76776780236,36,7000,USD,WEB PAGE,0.205
12/09/2022,CUS65263590548,48,5000,USD,WEB PAGE,0.195
12/09/2022,CUS83995358336,36,3500,USD,WEB PAGE,0.169
12/09/2022,CUS74765984424,24,15000,USD,WEB PAGE,0.159
12/09/2022,CUS82722046648,48,52800,USD,AGENCY,0.135
12/09/2022,CUS63840875048,48,16625,USD,WEB PAGE,0.169
12/09/2022,CUS56249204560,60,45300,USD,WEB PAGE,0.205
12/09/2022,CUS59726084260,60,15000.21,USD,AGENCY,0.105
12/09/2022,CUS70567774760,60,8000,USD,WEB PAGE,0.195
12/09/2022,CUS51256744636,36,5000,USD,WEB PAGE,0.235
12/09/2022,CUS20831529148,48,14600,USD,WEB PAGE,0.235
12/09/2022,CUS19715595024,24,19000,USD,AGENCY,0.39
12/09/2022,CUS62155684036,36,2600,USD,WEB PAGE,0.4
12/09/2022,CUS27240680548,48,7282,USD,WEB PAGE,0.35
12/09/2022,CUS55738877736,36,10000,USD,WEB PAGE,0.105
12/09/2022,CUS26879562624,24,19080,USD,WEB PAGE,0.275
12/09/2022,CUS44107442248,48,5300,USD,WEB PAGE,0.385
12/09/2022,CUS63067097136,36,5000,USD,WEB PAGE,0.375
12/09/2022,CUS53254648024,24,11400,USD,WEB PAGE,0.22
12/09/2022,CUS21532408624,24,11000,USD,WEB PAGE,0.275
12/09/2022,CUS18365573960,60,12500,USD,WEB PAGE,0.205
12/09/2022,CUS73338354824,24,10000,USD,WEB PAGE,0.225
12/09/2022,CUS27888569848,48,21000,USD,WEB PAGE,0.195
12/09/2022,CUS45087866424,24,11200,USD,WEB PAGE,0.159
12/09/2022,CUS56064676648,48,5000,USD,WEB PAGE,0.135
12/09/2022,CUS14572464436,36,4000,USD,WEB PAGE,0.23
12/09/2022,CUS28106472648,48,28000,USD,AGENCY,0.135
12/09/2022,CUS25574549460,60,27000,USD,WEB PAGE,0.145
12/09/2022,CUS93769468536,36,15550,USD,WEB PAGE,0.205
12/09/2022,CUS40468170860,60,42510,USD,WEB PAGE,0.149
12/09/2022,CUS46303328648,48,14983.03,USD,WEB PAGE,0.21
12/09/2022,CUS83138181612,12,4000,USD,WEB PAGE,0.215
12/09/2022,CUS36775961348,48,37396.78,USD,WEB PAGE,0.109
12/09/2022,CUS32250282848,48,63300,USD,WEB PAGE,0.135
12/09/2022,CUS42637796348,48,24086,USD,WEB PAGE,0.12
12/09/2022,CUS96178687260,60,8700,USD,WEB PAGE,0.105
12/09/2022,CUS70400352624,24,3000,USD,WEB PAGE,0.26
12/09/2022,CUS65879397360,60,8900,USD,WEB PAGE,0.26
12/09/2022,CUS20810370136,36,20600,USD,WEB PAGE,0.35
12/09/2022,CUS24104095424,24,100000,USD,AGENCY,0.385
12/09/2022,CUS40179818448,48,16300,USD,WEB PAGE,0.33
12/09/2022,CUS99822301536,36,2292,USD,WEB PAGE,0.38
12/09/2022,CUS42366549248,48,40000,USD,WEB PAGE,0.195
12/09/2022,CUS42886085436,36,13000,USD,AGENCY,0.23
12/09/2022,CUS21542822524,24,19500,USD,WEB PAGE,0.245
12/09/2022,CUS92536493648,48,6000,USD,WEB PAGE,0.23
12/09/2022,CUS11729031824,24,15495.55,USD,AGENCY,0.395
12/09/2022,CUS38115829236,36,10000,USD,WEB PAGE,0.245
12/09/2022,CUS14888729324,24,5000,USD,WEB PAGE,0.225
12/09/2022,CUS11666686024,24,4000,USD,WEB PAGE,0.23
12/09/2022,CUS52989136924,24,15400,USD,AGENCY,0.395
12/09/2022,CUS23864857124,24,10000,USD,WEB PAGE,0.215
12/09/2022,CUS79442444724,24,2800,USD,WEB PAGE,0.225
12/09/2022,CUS25481372960,60,15000,USD,WEB PAGE,0.155
12/09/2022,CUS59934154048,48,26300,USD,WEB PAGE,0.165
12/09/2022,CUS56114787336,36,2500,USD,WEB PAGE,0.265
12/09/2022,CUS47838837436,36,3000,USD,WEB PAGE,0.165
12/09/2022,CUS70203741548,48,13000,USD,WEB PAGE,0.23
12/09/2022,CUS93065508424,24,1500,USD,WEB PAGE,0.205
12/09/2022,CUS65773319260,60,28400,USD,WEB PAGE,0.23
12/09/2022,CUS62312004124,24,10000,USD,WEB PAGE,0.205
12/09/2022,CUS40329288524,24,8000,USD,AGENCY,0.175
12/09/2022,CUS15363200924,24,1000,USD,WEB PAGE,0.2
12/09/2022,CUS13018587012,12,5500,USD,AGENCY,0.245
12/09/2022,CUS34781915760,60,24300,USD,WEB PAGE,0.105
12/09/2022,CUS78422025360,60,5700,USD,WEB PAGE,0.22
12/09/2022,CUS16662535524,24,18700,USD,WEB PAGE,0.105
12/09/2022,CUS92806720548,48,12000,USD,WEB PAGE,0.105
12/09/2022,CUS25881609648,48,40000,USD,WEB PAGE,0.105
12/09/2022,CUS88343187236,36,5000,USD,WEB PAGE,0.36
12/09/2022,CUS78233663524,24,51600,USD,AGENCY,0.38
12/09/2022,CUS99278110436,36,4000,USD,WEB PAGE,0.21
12/09/2022,CUS28193587724,24,2500,USD,WEB PAGE,0.37
12/09/2022,CUS87160999212,12,3000,USD,WEB PAGE,0.35
12/09/2022,CUS18043462648,48,45000,USD,WEB PAGE,0.225
12/09/2022,CUS68632672048,48,9670,USD,WEB PAGE,0.215
12/09/2022,CUS90177799636,36,9000,USD,WEB PAGE,0.235
12/09/2022,CUS62099374848,48,6900,USD,WEB PAGE,0.205
12/09/2022,CUS85772097736,36,80000,USD,AGENCY,0.105
12/09/2022,CUS69546707460,60,140000,USD,WEB PAGE,0.139
12/09/2022,CUS62061337636,36,3350,USD,WEB PAGE,0.239
12/09/2022,CUS31047880548,48,3000,USD,WEB PAGE,0.139
12/09/2022,CUS63003873460,60,140000,USD,AGENCY,0.2
12/09/2022,CUS14113182912,12,3000,USD,WEB PAGE,0.195
12/09/2022,CUS98481177048,48,30000,USD,AGENCY,0.235
12/09/2022,CUS37704710124,24,10000,USD,WEB PAGE,0.215
12/09/2022,CUS31283352860,60,32600,USD,WEB PAGE,0.165
12/09/2022,CUS32386522260,60,75200,USD,WEB PAGE,0.175
12/09/2022,CUS26431581060,60,4630,USD,WEB PAGE,0.265
12/09/2022,CUS63859071724,24,5500,USD,WEB PAGE,0.25
12/09/2022,CUS66891545712,12,4100,USD,WEB PAGE,0.17
12/09/2022,CUS83519799460,60,4530.8,USD,WEB PAGE,0.17
12/09/2022,CUS52910239536,36,3447.24,USD,WEB PAGE,0.165
12/09/2022,CUS11561670136,36,6404,USD,WEB PAGE,0.36
12/09/2022,CUS74162955748,48,5500,USD,WEB PAGE,0.365
12/09/2022,CUS14575921448,48,18100,USD,WEB PAGE,0.245
12/09/2022,CUS26732818560,60,20000,USD,WEB PAGE,0.23
12/09/2022,CUS94658928424,24,2000,USD,WEB PAGE,0.35
12/09/2022,CUS34751247860,60,26000,USD,AGENCY,0.195
12/09/2022,CUS93573101448,48,35000,USD,AGENCY,0.215
12/09/2022,CUS54467503624,24,6700,USD,WEB PAGE,0.275
12/09/2022,CUS78494388048,48,9400,USD,AGENCY,0.23
12/09/2022,CUS85557871924,24,5000,USD,WEB PAGE,0.235
12/09/2022,CUS27357272048,48,17000,USD,WEB PAGE,0.235
12/09/2022,CUS73661697912,12,1000,USD,WEB PAGE,0.245
12/09/2022,CUS52044926124,24,10000,USD,WEB PAGE,0.104
12/09/2022,CUS92968017360,60,7731,USD,WEB PAGE,0.105
12/09/2022,CUS49847288648,48,100000,USD,AGENCY,0.135
12/09/2022,CUS19933685124,24,5000,USD,WEB PAGE,0.125
12/09/2022,CUS57408793848,48,42900,USD,AGENCY,0.175
12/09/2022,CUS13900387860,60,34400,USD,WEB PAGE,0.139
12/09/2022,CUS58601304024,24,3500,USD,WEB PAGE,0.159
12/09/2022,CUS97125454660,60,7406,USD,WEB PAGE,0.179
12/09/2022,CUS17841821148,48,7400,USD,WEB PAGE,0.155
12/09/2022,CUS53334459712,12,2000,USD,WEB PAGE,0.229
12/09/2022,CUS88275929124,24,8000,USD,WEB PAGE,0.165
12/09/2022,CUS58100397748,48,12000,USD,WEB PAGE,0.205
12/09/2022,CUS67307140912,12,17700,USD,WEB PAGE,0.115
12/09/2022,CUS28135406736,36,15000,USD,WEB PAGE,0.2
12/09/2022,CUS55080163848,48,21000,USD,WEB PAGE,0.145
12/09/2022,CUS59566971124,24,15000,USD,WEB PAGE,0.275
12/09/2022,CUS51090228124,24,3000,USD,WEB PAGE,0.23
12/09/2022,CUS54937364636,36,31000,USD,AGENCY,0.145
12/09/2022,CUS36562871760,60,52000,USD,WEB PAGE,0.155
12/09/2022,CUS39906276936,36,4000,USD,WEB PAGE,0.235
12/09/2022,CUS16010008760,60,10700,USD,AGENCY,0.105
12/09/2022,CUS88866947024,24,10000,USD,WEB PAGE,0.235
12/09/2022,CUS24855364724,24,1500,USD,WEB PAGE,0.215
12/09/2022,CUS82660531960,60,18000,USD,WEB PAGE,0.225
12/09/2022,CUS31510228060,60,20000,USD,WEB PAGE,0.185
12/09/2022,CUS26127851736,36,14900,USD,WEB PAGE,0.145
12/09/2022,CUS50953216436,36,13000,USD,AGENCY,0.19
12/09/2022,CUS34832927260,60,35000,USD,AGENCY,0.105
12/09/2022,CUS80497575836,36,20000,USD,WEB PAGE,0.295
12/09/2022,CUS28782263448,48,14500,USD,WEB PAGE,0.26
12/09/2022,CUS58653288012,12,1000,USD,WEB PAGE,0.335
12/09/2022,CUS64223348412,12,1500,USD,WEB PAGE,0.375
12/09/2022,CUS97163689324,24,2000,USD,WEB PAGE,0.33
12/09/2022,CUS52697512448,48,16300,USD,WEB PAGE,0.335
12/09/2022,CUS39659006448,48,4390,USD,WEB PAGE,0.335
12/09/2022,CUS29033173012,12,1000,USD,WEB PAGE,0.35
12/09/2022,CUS53948541936,36,40000,USD,AGENCY,0.105
12/09/2022,CUS86518168824,24,4000,USD,WEB PAGE,0.34
12/09/2022,CUS12803051660,60,9950,USD,WEB PAGE,0.195
12/09/2022,CUS25985228812,12,1000,USD,WEB PAGE,0.105
12/09/2022,CUS65008275736,36,19500,USD,WEB PAGE,0.23
12/09/2022,CUS75963282136,36,22958,USD,WEB PAGE,0.235
12/09/2022,CUS31114643836,36,7800,USD,WEB PAGE,0.305
12/09/2022,CUS89960037748,48,18900,USD,WEB PAGE,0.155
12/09/2022,CUS45597788048,48,3000,USD,WEB PAGE,0.235
12/09/2022,CUS58235461460,60,6600,USD,WEB PAGE,0.229
12/09/2022,CUS48688016124,24,1000,USD,WEB PAGE,0.195
12/09/2022,CUS59856107260,60,79000,USD,WEB PAGE,0.109
12/09/2022,CUS27289097548,48,30000,USD,AGENCY,0.109
12/09/2022,CUS97180259660,60,6700,USD,WEB PAGE,0.22
12/09/2022,CUS78470879324,24,10000,USD,WEB PAGE,0.215
12/09/2022,CUS64110456360,60,50000,USD,WEB PAGE,0.155
12/09/2022,CUS62389039160,60,32000,USD,WEB PAGE,0.175
12/09/2022,CUS34732917360,60,15600,USD,WEB PAGE,0.185
12/09/2022,CUS78471429260,60,38000,USD,WEB PAGE,0.155
12/09/2022,CUS37159825860,60,25000,USD,WEB PAGE,0.24
12/09/2022,CUS98278073136,36,28438.59,USD,WEB PAGE,0.395
12/09/2022,CUS78852168024,24,5700,USD,WEB PAGE,0.39
12/09/2022,CUS86322059448,48,12500,USD,WEB PAGE,0.21
12/09/2022,CUS21004761448,48,7900,USD,WEB PAGE,0.225
12/09/2022,CUS67991143324,24,4163,USD,WEB PAGE,0.225
12/09/2022,CUS90011189860,60,10631.81,USD,WEB PAGE,0.205
12/09/2022,CUS32049484312,12,3500,USD,WEB PAGE,0.395
12/09/2022,CUS32888867648,48,18700,USD,WEB PAGE,0.195
12/09/2022,CUS42250956148,48,10000,USD,WEB PAGE,0.105
12/09/2022,CUS64083426536,36,10000,USD,WEB PAGE,0.225
12/09/2022,CUS88806280636,36,6500,USD,WEB PAGE,0.23
12/09/2022,CUS71130668936,36,15000,USD,WEB PAGE,0.125
12/09/2022,CUS63900551860,60,18274,USD,WEB PAGE,0.124
12/09/2022,CUS65619472736,36,20000,USD,WEB PAGE,0.114
12/09/2022,CUS38664703260,60,38808,USD,WEB PAGE,0.159
12/09/2022,CUS53476866536,36,10000,USD,WEB PAGE,0.19
12/09/2022,CUS22126729336,36,36200,USD,WEB PAGE,0.135
12/09/2022,CUS83465921524,24,3000,USD,WEB PAGE,0.205
12/09/2022,CUS18025755636,36,20000,USD,WEB PAGE,0.135
12/09/2022,CUS89744703248,48,12000,USD,WEB PAGE,0.215
12/09/2022,CUS23379134936,36,15400,USD,WEB PAGE,0.145
12/09/2022,CUS33434766412,12,5000,USD,WEB PAGE,0.105
12/09/2022,CUS30470855524,24,1000,USD,WEB PAGE,0.215
12/09/2022,CUS71238736648,48,23732.69,USD,WEB PAGE,0.28
12/09/2022,CUS34608112548,48,10000,USD,WEB PAGE,0.105
12/09/2022,CUS36879118460,60,15000,USD,WEB PAGE,0.215
12/09/2022,CUS41774144624,24,3000,USD,WEB PAGE,0.185
12/09/2022,CUS91545806860,60,8000,USD,WEB PAGE,0.24
12/09/2022,CUS92459994148,48,25000,USD,AGENCY,0.255
12/09/2022,CUS14664779148,48,28097,USD,AGENCY,0.285
12/09/2022,CUS77815907736,36,9000,USD,WEB PAGE,0.4
12/09/2022,CUS64812389336,36,11500,USD,WEB PAGE,0.38
12/09/2022,CUS95541089836,36,10000,USD,WEB PAGE,0.36
12/09/2022,CUS85391761836,36,6000,USD,WEB PAGE,0.105
12/09/2022,CUS20958100860,60,26210,USD,WEB PAGE,0.165
12/09/2022,CUS31319181812,12,1000,USD,WEB PAGE,0.37
12/09/2022,CUS17081713036,36,17000,USD,WEB PAGE,0.105
12/09/2022,CUS24646116124,24,6000,USD,WEB PAGE,0.39
12/09/2022,CUS54031928112,12,1500,USD,WEB PAGE,0.39
12/09/2022,CUS37335411136,36,5000,USD,WEB PAGE,0.245
12/09/2022,CUS42701621848,48,25000,USD,WEB PAGE,0.2
12/09/2022,CUS77758919960,60,30000,USD,WEB PAGE,0.105
12/09/2022,CUS89723261836,36,7781.96,USD,AGENCY,0.245
12/09/2022,CUS20911559236,36,17700,USD,WEB PAGE,0.2
12/09/2022,CUS70587358148,48,3700,USD,WEB PAGE,0.335
12/09/2022,CUS28833913660,60,20700,USD,WEB PAGE,0.22
